,children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose,family_status_factorize,total_income_categorical,total_income_categorical_factorize,purpose_factorize,dob_years_categorical,days_employed_categorical
8845,0,0.11170381496798444,69,среднее,1,Не женат / не замужем,4,F,сотрудник,0,61943.79674382744,жильё,4,0-25%,3,0,75-100%,25-50%
8847,0,0.3162953123728703,49,высшее,0,Не женат / не замужем,4,F,сотрудник,0,99862.0795395524,жильё,4,0-25%,3,0,50-75%,50-75%
8848,0,0.3007841521307912,59,высшее,0,женат / замужем,0,M,сотрудник,0,196142.8298409341,образование,0,50-75%,2,2,75-100%,50-75%
8849,0,0.5042718646268942,62,среднее,1,женат / замужем,0,F,сотрудник,0,99813.13296492209,автомобиль,0,0-25%,3,1,75-100%,50-75%
8850,2,0.07151299406358386,37,высшее,0,гражданский брак,1,F,госслужащий,0,112794.44452861704,свадьба,1,25-50%,1,3,25-50%,0-25%
8851,1,1.3404476980287396,59,среднее,1,женат / замужем,0,M,сотрудник,0,64655.22529150463,образование,0,0-25%,3,2,75-100%,75-100%
8852,0,33.67944550149156,60,среднее,1,женат / замужем,0,F,пенсионер,0,83104.08877143808,образование,0,0-25%,3,2,75-100%,75-100%
8854,0,0.32670814400722126,54,высшее,0,женат / замужем,0,F,компаньон,0,349198.62597548263,жильё,0,75-100%,0,0,75-100%,50-75%
8855,1,0.0622992982500077,30,начальное,3,женат / замужем,0,M,компаньон,0,77784.28388848488,жильё,0,0-25%,3,0,0-25%,0-25%
8856,0,35.65324646606889,61,среднее,1,гражданский брак,1,F,пенсионер,0,81832.71141221936,жильё,1,0-25%,3,0,75-100%,75-100%
8858,1,0.016351293474455512,26,среднее,1,в разводе,3,F,компаньон,0,161080.8511018387,жильё,3,50-75%,2,0,0-25%,0-25%
8859,2,0.37166236019756427,35,высшее,0,женат / замужем,0,M,госслужащий,0,142921.95862545355,жильё,0,25-50%,1,0,25-50%,50-75%
8860,0,0.03852591538137392,44,среднее,1,женат / замужем,0,F,госслужащий,0,87732.80560647996,жильё,0,0-25%,3,0,50-75%,0-25%
8861,0,31.974414701762107,68,среднее,1,женат / замужем,0,F,пенсионер,0,43786.40525200753,образование,0,0-25%,3,2,75-100%,75-100%
8862,0,36.442856425933535,58,среднее,1,женат / замужем,0,M,пенсионер,0,154262.96020579507,автомобиль,0,50-75%,2,1,75-100%,75-100%
8863,0,0.2437851486684947,27,среднее,1,женат / замужем,0,M,сотрудник,0,38920.060831963485,жильё,0,0-25%,3,0,0-25%,50-75%
8864,1,0.0700830530290033,30,высшее,0,женат / замужем,0,F,компаньон,0,69821.65387027107,образование,0,0-25%,3,2,0-25%,0-25%
8865,0,0.373027057889825,37,высшее,0,гражданский брак,1,F,сотрудник,0,177440.45539839385,автомобиль,1,50-75%,2,1,25-50%,50-75%
8866,0,0.11245602857993484,31,среднее,1,женат / замужем,0,M,сотрудник,0,148435.21082081654,жильё,0,50-75%,2,0,0-25%,25-50%
8867,2,0.06348580869354749,48,среднее,1,женат / замужем,0,M,сотрудник,0,84510.15130973868,образование,0,0-25%,3,2,50-75%,0-25%
8868,1,0.10938627746705003,28,среднее,1,гражданский брак,1,F,компаньон,0,102181.37920643768,жильё,1,0-25%,3,0,0-25%,25-50%
8869,0,33.94828818632297,65,среднее,1,женат / замужем,0,F,пенсионер,0,193999.8402890633,автомобиль,0,50-75%,2,1,75-100%,75-100%
8871,0,33.22053960160327,65,среднее,1,женат / замужем,0,M,пенсионер,0,70924.87166774068,автомобиль,0,0-25%,3,1,75-100%,75-100%
8872,0,0.16393736126185554,47,высшее,0,женат / замужем,0,M,сотрудник,0,124593.9138672022,автомобиль,0,25-50%,1,1,50-75%,25-50%
8873,0,0.3350426810512534,41,среднее,1,в разводе,3,F,сотрудник,0,232243.4616609134,автомобиль,3,75-100%,0,1,25-50%,50-75%
8874,0,34.441387000438084,68,среднее,1,гражданский брак,1,M,пенсионер,0,106863.77166674618,автомобиль,1,25-50%,1,1,75-100%,75-100%
8875,1,0.0482081977926114,25,среднее,1,женат / замужем,0,F,сотрудник,0,85517.50367320265,жильё,0,0-25%,3,0,0-25%,0-25%
8876,0,0.21828894201109195,57,высшее,0,женат / замужем,0,M,госслужащий,0,197578.43960968265,образование,0,50-75%,2,2,75-100%,50-75%
8877,0,0.11149828430913254,24,среднее,1,женат / замужем,0,F,сотрудник,0,179528.14605501824,автомобиль,0,50-75%,2,1,0-25%,25-50%
8878,0,0.2816631785210988,34,высшее,0,женат / замужем,0,M,компаньон,0,222444.9271656294,жильё,0,75-100%,0,0,25-50%,50-75%
8879,0,0.38295747190522855,48,среднее,1,женат / замужем,0,F,сотрудник,0,257028.75306041448,жильё,0,75-100%,0,0,50-75%,50-75%
8880,0,0.15333057266776837,75,среднее,1,вдовец / вдова,2,F,госслужащий,0,153282.64813321733,образование,2,50-75%,2,2,75-100%,25-50%
8881,2,0.15048607820566787,31,среднее,1,женат / замужем,0,F,компаньон,0,70065.78453518849,жильё,0,0-25%,3,0,0-25%,25-50%
8882,0,0.27665711830882384,37,среднее,1,женат / замужем,0,F,компаньон,0,101442.07650056596,образование,0,0-25%,3,2,25-50%,50-75%
8883,2,0.4337732804026927,36,среднее,1,женат / замужем,0,M,сотрудник,0,441721.3341452113,образование,0,75-100%,0,2,25-50%,50-75%
8884,0,0.81857624715968,42,высшее,0,женат / замужем,0,F,сотрудник,0,164480.97458207185,жильё,0,50-75%,2,0,50-75%,75-100%
8885,0,0.10646092165459585,31,среднее,1,гражданский брак,1,F,сотрудник,0,109785.315560635,автомобиль,1,25-50%,1,1,0-25%,25-50%
8887,0,0.05742458864875089,29,неоконченное высшее,2,гражданский брак,1,F,сотрудник,0,328253.7418743657,свадьба,1,75-100%,0,3,0-25%,0-25%
8889,1,0.25350743347936533,32,среднее,1,гражданский брак,1,F,сотрудник,0,171599.7848218388,автомобиль,1,50-75%,2,1,0-25%,50-75%
8890,0,0.21053363361669442,63,среднее,1,женат / замужем,0,M,сотрудник,0,94366.51062973004,жильё,0,0-25%,3,0,75-100%,50-75%
8891,0,0.17237114496018144,33,неоконченное высшее,2,гражданский брак,1,F,сотрудник,0,154974.91608713323,свадьба,1,50-75%,2,3,25-50%,25-50%
8892,1,0.2825574826395906,46,высшее,0,женат / замужем,0,F,сотрудник,0,387972.6646550772,жильё,0,75-100%,0,0,50-75%,50-75%
8893,0,0.021156082105145076,41,среднее,1,гражданский брак,1,M,компаньон,0,146932.0408864656,жильё,1,50-75%,2,0,25-50%,0-25%
8894,1,0.05376967315978831,42,высшее,0,женат / замужем,0,F,компаньон,0,411250.3093679586,жильё,0,75-100%,0,0,50-75%,0-25%
8895,0,0.2939210041668127,31,начальное,3,гражданский брак,1,M,сотрудник,0,223933.7905961127,свадьба,1,75-100%,0,3,0-25%,50-75%
8896,0,0.022504451666336984,25,среднее,1,гражданский брак,1,M,сотрудник,0,192201.4979769997,свадьба,1,50-75%,2,3,0-25%,0-25%
8898,1,0.05438549763271057,38,высшее,0,женат / замужем,0,F,компаньон,0,283457.0815280697,жильё,0,75-100%,0,0,25-50%,0-25%
8899,4,0.006334990002201764,29,среднее,1,гражданский брак,1,F,сотрудник,0,79072.0149629108,жильё,1,0-25%,3,0,0-25%,0-25%
8900,0,0.2704480644480147,58,среднее,1,вдовец / вдова,2,F,сотрудник,0,114025.38323670016,жильё,2,25-50%,1,0,75-100%,50-75%
8901,1,0.01779009505155481,43,среднее,1,гражданский брак,1,F,сотрудник,1,144058.14157443432,автомобиль,1,25-50%,1,1,50-75%,0-25%
8902,2,0.23295968355972235,40,среднее,1,в разводе,3,M,сотрудник,0,148817.08254947132,жильё,3,50-75%,2,0,25-50%,50-75%
8904,0,36.22804918493976,54,среднее,1,женат / замужем,0,F,пенсионер,0,110839.36433771494,жильё,0,25-50%,1,0,75-100%,75-100%
8905,1,0.09539501918444264,31,среднее,1,женат / замужем,0,M,компаньон,0,281332.1665132368,автомобиль,0,75-100%,0,1,0-25%,25-50%
8906,0,0.07978841814766499,57,высшее,0,женат / замужем,0,F,компаньон,0,175525.28026838065,жильё,0,50-75%,2,0,75-100%,0-25%
8907,1,0.2046424499852614,40,среднее,1,женат / замужем,0,F,сотрудник,0,61745.56348007856,жильё,0,0-25%,3,0,25-50%,50-75%
8908,0,1.014239134199325,52,среднее,1,в разводе,3,F,сотрудник,0,207832.0826122221,образование,3,75-100%,0,2,50-75%,75-100%
8909,2,0.15973719207887405,41,среднее,1,женат / замужем,0,M,сотрудник,0,200383.34575486387,жильё,0,50-75%,2,0,25-50%,25-50%
8910,1,0.20327594753229447,30,неоконченное высшее,2,женат / замужем,0,M,сотрудник,0,130249.77535583705,жильё,0,25-50%,1,0,0-25%,50-75%
8911,3,0.317826889427008,40,среднее,1,в разводе,3,F,сотрудник,0,273531.9232136811,жильё,3,75-100%,0,0,25-50%,50-75%
8913,2,0.17794260239285756,37,среднее,1,гражданский брак,1,M,госслужащий,0,191526.8192111139,автомобиль,1,50-75%,2,1,25-50%,25-50%
8914,0,0.6030957970456192,54,среднее,1,женат / замужем,0,M,компаньон,0,330600.6868760193,жильё,0,75-100%,0,0,75-100%,75-100%
8915,1,0.6430379322319177,40,среднее,1,женат / замужем,0,F,сотрудник,0,91037.49802878384,автомобиль,0,0-25%,3,1,25-50%,75-100%
8916,0,30.07759766617831,55,среднее,1,женат / замужем,0,F,пенсионер,0,82181.87610362115,жильё,0,0-25%,3,0,75-100%,75-100%
8917,0,0.29018227659210305,30,высшее,0,женат / замужем,0,F,компаньон,0,200346.46975992995,жильё,0,50-75%,2,0,0-25%,50-75%
8918,0,0.316560291979553,37,среднее,1,женат / замужем,0,F,сотрудник,0,47536.64098176552,автомобиль,0,0-25%,3,1,25-50%,50-75%
8919,0,0.1811354931590503,30,высшее,0,гражданский брак,1,F,сотрудник,0,510808.46953286143,свадьба,1,75-100%,0,3,0-25%,25-50%
8921,1,0.16118383751504456,42,среднее,1,гражданский брак,1,M,компаньон,0,287645.5697944998,свадьба,1,75-100%,0,3,50-75%,25-50%
8922,0,0.12013274425315461,29,среднее,1,Не женат / не замужем,4,M,сотрудник,0,127817.65931806072,образование,4,25-50%,1,2,0-25%,25-50%
8923,1,0.017772749358141746,25,среднее,1,гражданский брак,1,M,сотрудник,0,188934.9439766424,жильё,1,50-75%,2,0,0-25%,0-25%
8924,2,0.23652897095171346,27,высшее,0,гражданский брак,1,F,сотрудник,0,125192.67980589133,жильё,1,25-50%,1,0,0-25%,50-75%
8925,1,0.03985867224399866,34,высшее,0,женат / замужем,0,F,сотрудник,0,102787.68200930564,образование,0,0-25%,3,2,25-50%,0-25%
8926,1,0.4962422364279785,39,высшее,0,гражданский брак,1,F,сотрудник,0,129809.39422717204,свадьба,1,25-50%,1,3,25-50%,50-75%
8928,0,0.09737484092012469,63,высшее,0,женат / замужем,0,F,компаньон,0,166065.94789163643,жильё,0,50-75%,2,0,75-100%,25-50%
8929,0,0.11877213479537543,23,среднее,1,Не женат / не замужем,4,F,компаньон,0,266755.14690443897,образование,4,75-100%,0,2,0-25%,25-50%
8930,0,0.09786671107241916,47,среднее,1,женат / замужем,0,F,сотрудник,0,189121.19791865448,жильё,0,50-75%,2,0,50-75%,25-50%
8931,0,32.366137341240794,62,высшее,0,гражданский брак,1,F,пенсионер,0,295764.39617875003,свадьба,1,75-100%,0,3,75-100%,75-100%
8932,0,0.1514662668087219,43,среднее,1,женат / замужем,0,F,сотрудник,0,80276.31605548874,автомобиль,0,0-25%,3,1,50-75%,25-50%
8933,1,0.07619504641975723,40,среднее,1,гражданский брак,1,M,компаньон,1,309157.2730108338,свадьба,1,75-100%,0,3,25-50%,0-25%
8934,0,0.0366803430984523,39,высшее,0,гражданский брак,1,M,сотрудник,0,62126.893744409324,жильё,1,0-25%,3,0,25-50%,0-25%
8935,0,0.08522220904182341,22,среднее,1,женат / замужем,0,F,сотрудник,0,124858.6074875304,жильё,0,25-50%,1,0,0-25%,25-50%
8936,1,0.07435683330261844,37,среднее,1,женат / замужем,0,M,сотрудник,0,136211.22396188063,жильё,0,25-50%,1,0,25-50%,0-25%
8937,0,0.1388667738270477,32,среднее,1,женат / замужем,0,M,сотрудник,0,165776.51721028815,жильё,0,50-75%,2,0,0-25%,25-50%
8938,0,0.09361201301748466,45,среднее,1,Не женат / не замужем,4,F,сотрудник,0,168706.8934840216,образование,4,50-75%,2,2,50-75%,25-50%
8939,0,0.02210582121180691,37,среднее,1,Не женат / не замужем,4,F,сотрудник,0,129770.53199927331,образование,4,25-50%,1,2,25-50%,0-25%
8940,0,31.63293493481251,70,среднее,1,женат / замужем,0,F,пенсионер,0,108853.04484005948,жильё,0,25-50%,1,0,75-100%,75-100%
8941,0,0.026200928532835444,27,среднее,1,Не женат / не замужем,4,M,компаньон,0,204977.85333781596,жильё,4,75-100%,0,0,0-25%,0-25%
8942,0,0.01898861477346836,27,среднее,1,Не женат / не замужем,4,M,сотрудник,0,261585.6645058638,жильё,4,75-100%,0,0,0-25%,0-25%
8943,1,0.016571969323730784,44,высшее,0,гражданский брак,1,F,сотрудник,0,196983.78826291865,свадьба,1,50-75%,2,3,50-75%,0-25%
8944,0,0.07687298835007193,23,высшее,0,женат / замужем,0,F,компаньон,0,379568.0136163557,автомобиль,0,75-100%,0,1,0-25%,0-25%
8945,0,0.9272309338001726,48,среднее,1,женат / замужем,0,M,компаньон,0,211407.92661549203,автомобиль,0,75-100%,0,1,50-75%,75-100%
8946,0,34.619480978657926,58,среднее,1,женат / замужем,0,F,пенсионер,0,81828.7830611378,жильё,0,0-25%,3,0,75-100%,75-100%
